Height: 10
Width: 30
m 1 1
0 22 3
1 21 2
2 22 3
t 537 4
m 1 0
0 22 4
1 20 2
2 21 3
t 536 4
m 2 0
0 23 4
1 21 2
2 20 3
t 535 4
m 1 0
0 23 5
1 20 2
2 20 4
t 534 4
m 1 0
0 23 6
1 20 1
2 19 4
t 533 4
m 1 1
0 23 7
1 20 2
2 20 4
t 532 4
m 2 1
0 23 8
1 20 1
2 20 5
t 531 4
m 2 2
0 24 8
1 19 1
2 20 6
t 530 4
m 2 1
0 25 8
1 19 2
2 21 6
t 529 4
m 2 2
0 26 8
1 19 3
2 22 6
t 528 4
m 2 3
0 25 8
1 20 3
2 23 6
t 527 4
m 2 4
0 26 8
1 21 3
2 23 5
t 526 4
m 2 3
0 26 7
1 20 3
2 23 4
t 525 4
m 2 4
0 26 6
1 20 4
2 23 5
t 524 4
m 2 3
0 26 7
1 21 4
2 23 4
t 523 4
m 2 3
0 26 6
1 21 5
2 24 4
t 522 4
m 1 3
0 27 6
1 22 5
2 24 3
t 521 4
m 1 2
0 26 6
1 21 5
2 24 2
t 520 4
m 2 2
0 27 6
1 21 4
2 24 3
t 519 4
m 2 1
0 28 6
1 20 4
2 24 2
t 518 4
m 2 2
0 28 5
1 20 3
2 24 1
t 517 4
m 3 2
0 27 5
1 20 4
2 23 1
t 516 4
m 2 2
0 26 5
1 20 5
2 24 1
t 515 4
m 3 2
0 27 5
1 21 5
2 24 2
t 514 4
m 3 2
0 27 4
1 22 5
2 24 1
t 513 4
m 3 3
0 27 5
1 23 5
2 24 2
t 512 4
m 4 3
0 27 6
1 24 5
2 25 2
t 511 4
m 4 2
0 27 5
1 23 5
2 25 3
t 510 4
m 4 1
0 27 6
1 24 5
2 25 2
t 509 4
m 5 1
0 28 6
1 25 5
2 26 2
t 508 4
m 5 0
0 27 6
1 26 5
2 27 2
t 507 4
m 5 0
0 27 5
1 27 5
2 27 3
t 506 4
m 6 0
0 26 5
1 28 5
2 28 3
t 505 4
m 6 1
0 26 4
1 27 5
2 27 3
t 504 4
m 5 1
0 27 4
1 28 5
2 27 4
t 503 4
m 4 1
0 27 3
1 27 5
2 27 5
t 502 4
m 4 2
0 26 3
1 27 4
2 27 4
t 501 4
m 5 2
0 26 2
1 27 3
2 26 4
t 500 4
m 5 2
0 26 1
1 27 4
2 25 4
t 499 4
m 4 2
0 26 2
1 26 4
2 26 4
t 498 4
m 5 2
0 27 2
1 27 4
2 25 4
t 497 4
m 4 2
0 27 1
1 26 4
2 25 5
t 496 4
m 4 1
0 27 2
1 25 4
2 25 6
t 495 4
m 4 0
0 27 1
1 25 5
2 25 5
t 494 5
m 3 0
0 26 1
1 25 6
2 24 5
t 493 5
m 2 0
0 26 2
1 25 5
2 24 6
t 492 5
m 3 0
0 26 3
1 26 5
2 24 5
t 491 5
m 3 0
0 25 3
1 26 6
2 24 6
t 490 5
m 3 0
0 26 3
1 27 6
2 24 5
t 489 5
m 2 0
0 26 4
1 27 5
2 24 4
t 488 5
m 1 0
0 27 4
1 27 4
2 24 5
t 487 5
m 2 0
0 27 5
1 28 4
2 24 6
t 486 5
m 2 0
0 27 4
1 27 4
2 24 5
t 485 5
m 3 0
0 27 5
1 27 5
2 24 4
t 484 5
m 2 0
0 27 6
1 27 4
2 23 4
t 483 5
m 1 0
0 27 7
1 26 4
2 24 4
t 482 5
m 0 0
0 27 8
1 26 5
2 23 4
t 481 5
m 0 1
0 27 7
1 26 6
2 23 5
t 480 5
m 0 1
0 28 7
1 26 5
2 22 5
t 479 5
m 0 2
0 28 6
1 26 6
2 22 4
t 478 5
m 0 2
0 27 6
1 25 6
2 22 3
t 477 5
m 0 1
0 28 6
1 26 6
2 22 2
t 476 5
m 0 1
0 27 6
1 27 6
2 22 3
t 475 5
m 0 2
0 27 7
1 27 5
2 22 4
t 474 5
m 1 2
0 27 6
1 28 5
2 22 3
t 473 5
m 1 2
0 27 7
1 28 4
2 21 3
t 472 5
m 1 1
0 28 7
1 28 3
2 20 3
t 471 5
m 1 1
0 28 8
1 27 3
2 20 2
t 470 5
m 1 0
0 28 7
1 26 3
2 21 2
t 469 5
m 0 0
0 28 6
1 25 3
2 20 2
t 468 5
m 1 0
0 27 6
1 24 3
2 19 2
t 467 5
m 1 0
0 27 7
1 25 3
2 19 1
t 466 5
m 1 0
0 26 7
1 25 2
2 19 2
t 465 5
m 2 0
0 25 7
1 25 1
2 19 3
t 464 5
m 2 0
0 24 7
1 26 1
2 18 3
t 463 5
m 2 0
0 23 7
1 26 2
2 17 3
t 462 5
m 2 1
0 23 6
1 26 3
2 17 4
t 461 5
m 1 1
0 23 7
1 26 2
2 18 4
t 460 5
m 0 1
0 24 7
1 27 2
2 18 3
t 459 5
m 0 0
0 23 7
1 27 1
2 18 4
t 458 5
m 1 0
0 23 8
1 27 2
2 18 5
t 457 5
m 1 0
0 23 7
1 26 2
2 18 6
t 456 5
m 0 0
0 24 7
1 27 2
2 18 5
t 455 5
m 1 0
0 24 6
1 27 3
2 18 4
t 454 5
m 1 1
0 24 5
1 27 4
2 18 3
t 453 5
m 0 1
0 24 4
1 28 4
2 18 4
t 452 5
m 0 0
0 24 3
1 27 4
2 18 5
t 451 5
m 0 1
0 25 3
1 27 3
2 18 6
t 450 5
m 0 1
0 24 3
1 27 2
2 19 6
t 449 5
m 0 1
0 25 3
1 26 2
2 19 5
t 448 5
m 0 0
0 26 3
1 27 2
2 20 5
t 447 5
m 1 0
0 26 4
1 28 2
2 21 5
t 446 5
m 0 0
0 26 5
1 28 3
2 21 4
t 445 5
m 0 0
0 25 5
1 28 2
2 22 4
t 444 5
m 1 0
0 26 5
1 28 3
2 23 4
t 443 5
m 0 0
0 26 4
1 27 3
2 23 3
t 442 5
m 0 0
0 26 3
1 27 4
2 23 4
t 441 5
m 0 1
0 26 4
1 26 4
2 24 4
t 440 5
m 0 0
0 26 3
1 26 3
2 24 5
t 439 5
m 0 0
0 27 3
1 27 3
2 24 4
t 438 5
m 0 0
0 27 4
1 27 2
2 23 4
t 437 5
m 0 1
0 28 4
1 27 3
2 22 4
t 436 5
m 0 0
0 27 4
1 27 2
2 22 5
t 435 5
m 1 0
0 27 3
1 27 1
2 22 6
t 434 5
m 1 1
0 27 2
1 27 0
2 22 7
t 433 5
m 2 1
0 27 1
1 28 0
2 22 8
t 432 5
m 2 0
0 27 0
1 28 1
2 23 8
t 431 5
m 2 0
0 28 0
1 27 1
2 24 8
t 430 5
m 3 0
0 27 0
1 28 1
2 25 8
t 429 5
m 3 0
0 27 1
1 28 0
2 26 8
t 428 5
m 3 0
0 28 1
1 28 1
2 25 8
t 427 5
m 4 0
0 28 2
1 28 2
2 25 7
t 426 5
m 4 0
0 28 3
1 28 3
2 26 7
t 425 5
m 5 0
0 28 2
1 27 3
2 26 8
t 424 5
m 5 1
0 28 3
1 28 3
2 25 8
t 423 5
m 5 1
0 27 3
1 27 3
2 24 8
t 422 5
m 6 1
0 28 3
1 27 2
2 24 7
t 421 5
m 5 1
0 28 2
1 27 3
2 24 8
t 420 5
m 4 1
0 28 1
1 26 3
2 25 8
t 419 5
m 3 1
0 28 0
1 26 2
2 25 7
t 418 6
m 4 1
0 27 0
1 25 2
2 25 8
t 417 6
m 3 1
0 28 0
1 26 2
2 26 8
t 416 6
m 3 2
0 28 1
1 26 3
2 25 8
t 415 6
m 2 2
0 27 1
1 26 2
2 25 7
t 414 6
m 1 2
0 27 2
1 27 2
2 26 7
t 413 6
m 1 1
0 27 3
1 26 2
2 25 7
t 412 6
m 1 2
0 28 3
1 25 2
2 26 7
t 411 6
m 0 2
0 27 3
1 25 1
2 26 6
t 410 6
m 0 1
0 27 2
1 26 1
2 25 6
t 409 6
m 0 0
0 27 1
1 26 0
2 25 7
t 408 6
m 1 0
0 27 2
1 27 0
2 26 7
t 407 6
m 1 1
0 27 3
1 27 1
2 27 7
t 406 6
m 1 2
0 28 3
1 27 2
2 27 8
t 405 6
m 1 3
0 28 2
1 26 2
2 26 8
t 404 6
m 1 2
0 27 2
1 27 2
2 27 8
t 403 6
m 2 2
0 27 1
1 28 2
2 28 8
t 402 6
m 3 2
0 28 1
1 28 1
2 28 7
t 401 6
m 4 2
0 27 1
1 28 0
2 28 6
t 400 6
m 4 3
0 28 1
1 27 0
2 28 5
t 399 6
m 4 4
0 27 1
1 28 0
2 28 6
t 398 7
m 4 4
0 27 2
1 28 1
2 28 7
t 397 7
m 3 4
0 28 2
1 28 2
2 28 8
t 396 8
m 4 4
0 27 2
1 28 3
2 27 8
t 395 8
m 5 4
0 27 1
1 27 3
2 27 7
t 394 8
m 6 4
0 26 1
1 26 3
2 28 7
t 393 8
m 6 4
0 27 1
1 25 3
2 27 7
t 392 8
m 6 4
0 26 1
1 26 3
2 26 7
t 391 8
m 7 4
0 26 0
1 26 4
2 26 8
t 390 8
m 7 4
0 26 1
1 25 4
2 27 8
t 389 8
m 8 4
0 26 0
1 24 4
2 26 8
t 388 8
m 8 5
0 25 0
1 25 4
2 26 7
t 387 8
m 9 5
0 26 0
1 25 3
2 26 8
t 386 8
m 10 5
0 26 1
1 26 3
2 25 8
t 385 8
m 10 4
0 26 2
1 26 2
2 24 8
t 384 9
m 11 4
0 25 2
1 25 2
2 24 7
t 383 9
m 11 3
0 24 2
1 26 2
2 25 7
t 382 9
m 11 4
0 24 3
1 27 2
2 25 8
t 381 9
m 11 3
0 24 2
1 27 1
2 25 7
t 380 9
m 11 3
0 24 1
1 27 2
2 24 7
t 379 9
m 12 3
0 23 1
1 26 2
2 24 8
t 378 9
m 12 4
0 23 2
1 26 3
2 23 8
t 377 9
m 12 4
0 24 2
1 26 4
2 24 8
t 376 9
m 12 3
0 24 3
1 27 4
2 24 7
t 375 9
m 12 2
0 25 3
1 27 3
2 24 6
t 374 9
m 13 2
0 25 2
1 26 3
2 24 5
t 373 10
m 13 3
0 25 1
1 25 3
2 24 6
t 372 11
m 12 3
0 24 1
1 25 2
2 25 6
t 371 11
m 12 2
0 24 2
1 26 2
2 25 7
t 370 11
m 11 2
0 23 2
1 26 3
2 25 6
t 369 11
m 11 2
0 23 3
1 26 2
2 25 7
t 368 11
m 11 1
0 22 3
1 27 2
2 25 6
t 367 11
m 11 2
0 22 2
1 27 3
2 26 6
t 366 11
m 12 2
0 22 3
1 28 3
2 25 6
t 365 11
m 12 3
0 23 3
1 28 2
2 25 7
t 364 11
m 13 3
0 22 3
1 27 2
2 26 7
t 363 11
m 13 2
0 23 3
1 27 1
2 25 7
t 362 11
m 12 2
0 23 2
1 27 0
2 24 7
t 361 11
m 12 3
0 24 2
1 26 0
2 23 7
t 360 11
m 13 3
0 24 1
1 25 0
2 24 7
t 359 11
m 13 4
0 24 0
1 24 0
2 25 7
t 358 12
m 13 3
0 25 0
1 24 1
2 26 7
t 357 12
m 13 2
0 24 0
1 23 1
2 26 6
t 356 12
m 12 2
0 25 0
1 23 2
2 26 7
t 355 12
m 12 2
0 26 0
1 24 2
2 26 6
t 354 12
m 12 1
0 25 0
1 23 2
2 25 6
t 353 12
m 13 1
0 26 0
1 22 2
2 25 5
t 352 12
m 14 1
0 26 1
1 22 1
2 24 5
t 351 13
m 13 1
0 27 1
1 22 2
2 24 4
t 350 13
m 13 1
0 27 0
1 21 2
2 23 4
t 349 13
m 14 1
0 28 0
1 22 2
2 23 5
t 348 13
m 14 1
0 28 1
1 22 1
2 23 6
t 347 13
m 13 1
0 27 1
1 21 1
2 24 6
t 346 13
m 12 1
0 27 0
1 21 0
2 24 5
t 345 13
m 12 0
0 28 0
1 22 0
2 24 4
t 344 13
m 12 1
0 28 1
1 23 0
2 24 5
t 343 13
m 13 1
0 28 2
1 24 0
2 24 4
t 342 13
m 12 1
0 28 1
1 25 0
2 24 3
t 341 13
m 13 1
0 28 2
1 24 0
2 24 4
t 340 13
m 13 2
0 28 3
1 25 0
2 24 5
t 339 13
m 12 2
0 28 2
1 26 0
2 24 4
t 338 13
m 12 2
0 28 1
1 27 0
2 24 5
t 337 13
m 12 3
0 28 2
1 28 0
2 24 4
t 336 13
m 13 3
0 28 1
1 27 0
2 24 5
t 335 13
m 12 3
0 27 1
1 27 1
2 25 5
t 334 13
m 11 3
0 27 0
1 26 1
2 25 6
t 333 13
m 11 2
0 27 1
1 26 2
2 25 7
t 332 13
m 11 3
0 27 2
1 26 3
2 26 7
t 331 13
m 10 3
0 28 2
1 26 4
2 27 7
t 330 14
m 10 3
0 27 2
1 26 5
2 27 6
t 329 14
m 10 4
0 26 2
1 26 4
2 27 5
t 328 14
m 10 5
0 26 3
1 27 4
2 27 4
t 327 14
m 9 5
0 27 3
1 27 3
2 26 4
t 326 14
m 9 5
0 26 3
1 28 3
2 26 3
t 325 14
m 10 5
0 25 3
1 28 4
2 25 3
t 324 14
m 9 5
0 24 3
1 28 5
2 26 3
t 323 14
m 9 5
0 25 3
1 28 4
2 27 3
t 322 14
m 9 6
0 25 2
1 27 4
2 26 3
t 321 14
m 10 6
0 24 2
1 28 4
2 26 2
t 320 15
m 10 6
0 25 2
1 28 5
2 25 2
t 319 15
m 10 7
0 25 1
1 28 4
2 26 2
t 318 16
m 10 6
0 25 0
1 28 3
2 27 2
t 317 16
m 11 6
0 24 0
1 28 4
2 27 1
t 316 17
m 11 6
0 25 0
1 28 5
2 28 1
t 315 17
m 12 6
0 24 0
1 27 5
2 28 0
t 314 17
m 11 6
0 24 1
1 26 5
2 28 1
t 313 17
m 12 6
0 25 1
1 26 4
2 28 0
t 312 17
m 12 6
0 26 1
1 26 5
2 28 1
t 311 17
m 12 7
0 26 0
1 26 6
2 28 2
t 310 17
m 12 8
0 25 0
1 26 5
2 27 2
t 309 17
m 12 8
0 25 1
1 27 5
2 28 2
t 308 17
m 12 7
0 25 0
1 27 6
2 27 2
t 307 17
m 11 7
0 24 0
1 27 7
2 27 1
t 306 17
m 11 8
0 23 0
1 27 6
2 26 1
t 305 17
m 12 8
0 23 1
1 26 6
2 27 1
t 304 17
m 11 8
0 22 1
1 26 7
2 27 0
t 303 17
m 11 7
0 22 0
1 26 6
2 27 1
t 302 17
m 11 7
0 22 1
1 25 6
2 27 0
t 301 17
m 12 7
0 22 2
1 25 5
2 28 0
t 300 17
m 12 7
0 22 3
1 25 6
2 28 1
t 299 17
m 12 8
0 21 3
1 24 6
2 27 1
t 298 17
m 13 8
0 22 3
1 24 7
2 27 0
t 297 17
m 13 9
0 21 3
1 24 8
2 27 1
t 296 17
m 13 8
0 20 3
1 24 7
2 26 1
t 295 17
m 13 7
0 21 3
1 23 7
2 26 0
t 294 17
m 13 7
0 20 3
1 24 7
2 25 0
t 293 17
m 14 7
0 21 3
1 24 8
2 25 1
t 292 17
m 14 8
0 22 3
1 24 7
2 24 1
t 291 17
m 14 7
0 23 3
1 24 6
2 25 1
t 290 17
m 15 7
0 23 4
1 24 7
2 25 2
t 289 17
m 15 8
0 22 4
1 24 8
2 25 1
t 288 17
m 15 7
0 22 3
1 24 7
2 25 2
t 287 17
m 15 7
0 23 3
1 24 8
2 25 1
t 286 17
m 14 7
0 23 4
1 25 8
2 26 1
t 285 17
m 14 7
0 24 4
1 24 8
2 25 1
t 284 17
m 14 6
0 25 4
1 25 8
2 25 0
t 283 17
m 14 7
0 24 4
1 25 7
2 26 0
t 282 17
m 14 6
0 25 4
1 25 8
2 25 0
t 281 17
m 15 6
0 24 4
1 26 8
2 25 1
t 280 18
m 16 6
0 25 4
1 26 7
2 25 2
t 279 18
m 17 6
0 26 4
1 27 7
2 24 2
t 278 18
m 17 7
0 27 4
1 28 7
2 23 2
t 277 18
m 18 7
0 28 4
1 27 7
2 23 1
t 276 18
m 18 6
0 28 5
1 27 8
2 22 1
t 275 19
m 19 6
0 28 4
1 28 8
2 23 1
t 274 19
m 19 7
0 28 3
1 27 8
2 23 2
t 273 20
m 20 7
0 28 4
1 27 7
2 23 3
t 272 21
m 19 7
0 28 5
1 27 6
2 22 3
t 271 21
m 19 8
0 28 6
1 27 7
2 22 4
t 270 22
m 18 8
0 28 5
1 27 6
2 22 3
t 269 23
m 18 7
0 28 6
1 26 6
2 23 3
t 268 23
m 18 6
0 28 5
1 27 6
2 22 3
t 267 23
m 17 6
0 27 5
1 26 6
2 21 3
t 266 23
m 17 7
0 26 5
1 27 6
2 20 3
t 265 23
m 17 7
0 27 5
1 26 6
2 19 3
t 264 23
m 17 6
0 27 6
1 27 6
2 18 3
t 263 23
m 17 6
0 28 6
1 28 6
2 18 2
t 262 23
m 18 6
0 28 7
1 27 6
2 17 2
t 261 23
m 17 6
0 27 7
1 27 5
2 16 2
t 260 23
m 17 6
0 27 8
1 27 6
2 16 1
t 259 23
m 17 7
0 26 8
1 28 6
2 15 1
t 258 23
m 17 8
0 25 8
1 28 7
2 15 2
t 257 23
m 16 8
0 24 8
1 27 7
2 15 1
t 256 23
m 16 9
0 25 8
1 28 7
2 15 2
t 255 23
m 15 9
0 26 8
1 28 6
2 16 2
t 254 23
m 14 9
0 27 8
1 28 7
2 16 1
t 253 23
m 13 9
0 28 8
1 28 6
2 16 2
t 252 23
m 13 9
0 28 7
1 28 5
2 17 2
t 251 23
m 13 8
0 27 7
1 28 6
2 16 2
t 250 23
m 14 8
0 26 7
1 28 5
2 16 3
t 249 23
m 14 9
0 26 8
1 27 5
2 17 3
t 248 23
m 15 9
0 27 8
1 28 5
2 18 3
t 247 23
m 16 9
0 26 8
1 28 6
2 17 3
t 246 23
m 17 9
0 27 8
1 28 7
2 16 3
t 245 23
m 17 8
0 28 8
1 28 6
2 15 3
t 244 23
m 17 9
0 27 8
1 27 6
2 16 3
t 243 23
m 17 8
0 26 8
1 27 7
2 15 3
t 242 23
m 18 8
0 26 7
1 28 7
2 15 4
t 241 23
m 18 8
0 26 8
1 28 6
2 15 5
t 240 23
m 19 8
0 27 8
1 28 7
2 16 5
t 239 23
m 19 7
0 27 7
1 28 6
2 16 6
t 238 23
m 19 8
0 26 7
1 27 6
2 16 5
t 237 23
m 20 8
0 25 7
1 28 6
2 17 5
t 236 23
m 20 8
0 24 7
1 28 7
2 17 4
t 235 23
m 20 8
0 24 6
1 28 8
2 17 3
t 234 23
m 20 9
0 23 6
1 28 7
2 17 2
t 233 23
m 20 8
0 23 5
1 28 8
2 16 2
t 232 23
m 20 9
0 23 6
1 28 7
2 16 3
t 231 23
m 20 9
0 23 7
1 27 7
2 15 3
t 230 23
m 20 9
0 24 7
1 26 7
2 15 2
t 229 23
m 20 9
0 24 8
1 26 6
2 14 2
t 228 23
m 21 9
0 23 8
1 25 6
2 15 2
t 227 24
m 22 9
0 23 7
1 25 5
2 15 3
t 226 24
m 21 9
0 24 7
1 25 6
2 15 2
t 225 24
m 20 9
0 24 6
1 25 5
2 15 3
t 224 24
m 20 9
0 24 5
1 26 5
2 15 2
t 223 24
m 21 9
0 24 4
1 27 5
2 15 3
t 222 24
m 21 8
0 25 4
1 28 5
2 16 3
t 221 24
m 22 8
0 25 3
1 28 4
2 16 4
t 220 24
m 22 8
0 24 3
1 28 3
2 16 5
t 219 24
m 22 7
0 24 4
1 27 3
2 16 6
t 218 24
m 22 6
0 23 4
1 27 2
2 16 7
t 217 24
m 22 5
0 23 5
1 27 1
2 16 8
t 216 24
m 23 5
0 23 6
1 27 2
2 15 8
t 215 24
m 22 5
0 23 7
1 26 2
2 15 7
t 214 24
m 22 6
0 22 7
1 25 2
2 15 8
t 213 24
m 21 6
0 21 7
1 25 3
2 14 8
t 212 24
m 21 5
0 22 7
1 26 3
2 15 8
t 211 24
m 20 5
0 23 7
1 27 3
2 14 8
t 210 24
m 19 5
0 23 6
1 27 2
2 13 8
t 209 24
m 19 4
0 24 6
1 28 2
2 14 8
t 208 25
m 20 4
0 25 6
1 28 3
2 15 8
t 207 25
m 19 4
0 24 6
1 28 2
2 16 8
t 206 25
m 19 5
0 24 5
1 27 2
2 17 8
t 205 25
m 19 4
0 23 5
1 27 3
2 16 8
t 204 25
m 19 5
0 24 5
1 27 4
2 16 7
t 203 25
m 20 5
0 23 5
1 28 4
2 16 6
t 202 25
m 21 5
0 22 5
1 28 3
2 17 6
t 201 25
m 20 5
0 22 4
1 27 3
2 16 6
t 200 25
m 20 6
0 21 4
1 28 3
2 16 5
t 199 26
m 19 6
0 22 4
1 28 4
2 16 6
t 198 26
m 20 6
0 22 3
1 28 5
2 15 6
t 197 26
m 19 6
0 22 2
1 28 4
2 14 6
t 196 26
m 18 6
0 21 2
1 28 3
2 14 5
t 195 26
m 19 6
0 20 2
1 28 4
2 14 6
t 194 26
m 20 6
0 20 1
1 27 4
2 13 6
t 193 26
m 20 7
0 20 0
1 27 3
2 13 5
t 192 26
m 20 7
0 19 0
1 27 2
2 14 5
t 191 26
m 21 7
0 19 1
1 27 1
2 14 4
t 190 27
m 22 7
0 18 1
1 27 2
2 14 5
t 189 27
m 22 8
0 18 2
1 27 1
2 14 6
t 188 27
m 22 7
0 18 1
1 27 0
2 13 6
t 187 27
m 22 7
0 18 0
1 27 1
2 12 6
t 186 27
m 23 7
0 18 1
1 26 1
2 11 6
t 185 27
m 23 7
0 17 1
1 25 1
2 11 7
t 184 27
m 24 7
0 16 1
1 26 1
2 11 8
t 183 27
m 25 7
0 16 0
1 26 2
2 10 8
t 182 28
m 25 7
0 15 0
1 26 3
2 10 7
t 181 28
m 25 8
0 16 0
1 26 4
2 11 7
t 180 28
m 25 9
0 17 0
1 26 3
2 10 7
t 179 28
m 24 9
0 17 1
1 26 4
2 10 8
t 178 28
m 25 9
0 17 0
1 26 5
2 11 8
t 177 28
m 26 9
0 17 1
1 25 5
2 10 8
t 176 28
m 26 8
0 16 1
1 25 4
2 9 8
t 175 28
m 26 9
0 16 2
1 24 4
2 8 8
t 174 28
m 26 8
0 16 3
1 24 3
2 7 8
t 173 28
m 27 8
0 16 4
1 24 4
2 6 8
t 172 29
m 27 8
0 15 4
1 24 5
2 7 8
t 171 29
m 27 7
0 15 5
1 23 5
2 6 8
t 170 29
m 26 7
0 15 6
1 23 6
2 7 8
t 169 29
m 26 6
0 15 5
1 24 6
2 6 8
t 168 29
m 25 6
0 15 6
1 24 5
2 6 7
t 167 29
m 26 6
0 16 6
1 24 6
2 6 8
t 166 29
m 26 5
0 17 6
1 23 6
2 6 7
t 165 30
m 26 5
0 17 5
1 22 6
2 5 7
t 164 30
m 26 4
0 16 5
1 23 6
2 5 8
t 163 30
m 25 4
0 15 5
1 22 6
2 4 8
t 162 30
m 25 4
0 16 5
1 22 7
2 5 8
t 161 30
m 25 3
0 17 5
1 23 7
2 4 8
t 160 31
m 25 3
0 17 6
1 24 7
2 3 8
t 159 31
m 25 3
0 18 6
1 25 7
2 4 8
t 158 31
m 25 3
0 18 5
1 25 6
2 4 7
t 157 31
m 25 3
0 18 4
1 24 6
2 4 8
t 156 31
m 25 2
0 18 5
1 24 5
2 5 8
t 155 32
m 26 2
0 19 5
1 23 5
2 6 8
t 154 33
m 26 2
0 19 4
1 24 5
2 6 7
t 153 33
m 27 2
0 19 5
1 24 4
2 6 6
t 152 33
m 27 3
0 19 4
1 24 3
2 6 5
t 151 33
